id_usuario,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,gasto_total,ratio_gasto_ingreso,perfil_financiero
530,3157,15.1,Baja,911.68,0.29,Saludable
531,7119,41.8,Alta,5314.57,0.75,En observación
532,3534,38.2,Media,1899.36,0.54,En observación
533,4573,40.8,Baja,3790.68,0.83,En riesgo
534,4509,38.9,Baja,3094.4,0.69,En observación
535,3653,53.2,Alta,1924.99,0.53,Saludable
536,3747,30.8,Media,2927.16,0.78,En observación
537,3165,52.3,Media,1461.72,0.46,En observación
538,3345,5.4,Alta,2402.87,0.72,En observación
539,3531,33.5,Media,1847.31,0.52,Saludable
540,2937,25.2,Media,2880.3,0.98,En observación
541,1833,33.7,Alta,1539.13,0.84,En observación
542,5871,14.8,Alta,3546.35,0.6,Saludable
543,3149,37.0,Baja,2921.39,0.93,En riesgo
544,3020,32.3,Media,1811.02,0.6,En observación
545,1089,32.8,Alta,1213.42,1.11,En observación
546,3215,24.6,Baja,2306.86,0.72,En riesgo
547,800,53.0,Media,394.95,0.49,En observación
548,2856,38.8,Baja,1320.44,0.46,En observación
549,6536,9.6,Alta,5125.19,0.78,Saludable
550,4139,30.3,Media,2626.33,0.63,En observación
551,6207,27.1,Baja,5459.41,0.88,En observación
552,2065,37.1,Alta,2100.4,1.02,En observación
553,3030,30.0,Alta,1590.53,0.52,Saludable
554,4823,23.2,Alta,3209.19,0.67,Saludable
555,2845,29.0,Alta,3209.02,1.13,En observación
556,2962,20.3,Alta,2618.27,0.88,Saludable
557,2526,49.8,Alta,2539.97,1.01,En observación
558,800,45.1,Alta,501.41,0.63,En observación
559,800,43.4,Baja,425.59,0.53,En observación
560,3521,15.7,Media,2382.78,0.68,En observación
561,3659,38.8,Media,4045.97,1.11,En observación
562,5926,31.6,Baja,3485.79,0.59,En observación
563,3216,43.8,Alta,2338.16,0.73,En observación
564,1323,29.8,Media,694.01,0.52,En observación
565,4830,23.7,Alta,1358.4,0.28,Saludable
566,4155,36.1,Media,4040.49,0.97,En observación
567,4520,47.9,Alta,1942.94,0.43,Saludable
568,2744,28.8,Baja,2229.72,0.81,En observación
569,2486,30.5,Alta,1377.98,0.55,Saludable
570,4519,12.8,Media,3931.24,0.87,En observación
571,911,19.8,Alta,879.06,0.96,Saludable
572,2803,36.9,Media,2497.5,0.89,En observación
573,2604,51.3,Alta,2768.06,1.06,En riesgo
574,3628,17.9,Media,2178.69,0.6,En observación
575,4128,51.0,Media,3579.31,0.87,En observación
576,5078,15.0,Media,3457.53,0.68,En observación
577,6494,76.6,Alta,5579.71,0.86,En observación
578,4302,43.3,Media,2978.19,0.69,En riesgo
579,3845,37.5,Alta,3344.64,0.87,En observación
580,4758,20.7,Baja,3090.35,0.65,En observación
581,4159,41.7,Baja,3461.95,0.83,En riesgo
582,3492,40.0,Media,1932.8,0.55,En observación
583,4543,42.7,Alta,3166.86,0.7,En observación
584,1223,24.6,Media,1113.26,0.91,En observación
585,4251,30.7,Alta,3193.65,0.75,Saludable
586,4548,36.3,Alta,3813.79,0.84,En observación
587,800,46.5,Baja,531.05,0.66,En observación
588,4540,24.1,Alta,4271.18,0.94,En observación
589,4525,9.5,Alta,4380.88,0.97,En observación
590,2946,32.2,Media,1267.6,0.43,En observación
591,1956,9.7,Media,931.01,0.48,En observación
592,2556,53.0,Alta,1670.49,0.65,Saludable
593,1825,48.5,Baja,1317.54,0.72,En observación
594,3740,37.5,Media,3557.23,0.95,En riesgo
595,2960,10.1,Media,1999.71,0.68,En observación
596,2054,15.6,Baja,1667.61,0.81,En observación
597,3549,18.6,Media,2514.57,0.71,Saludable
598,4835,45.5,Alta,2019.51,0.42,Saludable
599,1255,20.2,Alta,922.4,0.73,Saludable
600,2117,14.9,Alta,1666.73,0.79,Saludable
601,2417,32.7,Media,1574.91,0.65,En observación
602,6010,50.1,Media,3101.61,0.52,En observación
603,4717,12.8,Media,4232.94,0.9,En observación
604,1816,16.2,Media,1694.65,0.93,En observación
605,4327,35.1,Alta,3549.55,0.82,Saludable
606,5071,47.5,Baja,3593.87,0.71,En observación
607,1203,37.7,Alta,1026.12,0.85,En observación
608,5187,25.0,Media,4417.4,0.85,En observación
609,3465,27.4,Alta,2739.27,0.79,Saludable
610,3303,42.4,Baja,2217.58,0.67,En observación
611,6124,50.7,Alta,3168.51,0.52,En observación
612,2746,34.0,Baja,2204.93,0.8,En observación
613,2324,19.6,Media,1359.74,0.59,Saludable
614,3399,19.3,Alta,2966.54,0.87,En observación
615,2630,33.6,Alta,2209.05,0.84,En observación
616,3614,41.1,Alta,3024.21,0.84,Saludable
617,4804,43.3,Alta,2942.97,0.61,En observación
618,4525,26.9,Media,4267.69,0.94,En riesgo
619,2321,9.3,Baja,1867.68,0.8,En observación
620,3154,51.8,Baja,1605.55,0.51,En riesgo
621,2591,55.8,Alta,2872.52,1.11,En observación
622,2676,42.9,Media,1820.53,0.68,En observación
623,3538,1.2,Baja,2644.69,0.75,En observación
624,2760,51.7,Baja,1445.77,0.52,En riesgo
625,3082,25.8,Baja,2749.97,0.89,En observación
626,4356,44.5,Baja,3007.23,0.69,En observación
627,1872,17.6,Baja,2397.73,1.28,En riesgo
628,1473,10.2,Baja,1232.51,0.84,En observación
629,4323,26.2,Media,3144.63,0.73,En observación
630,3629,0.0,Alta,2571.64,0.71,Saludable
631,3763,74.8,Baja,3071.16,0.82,En riesgo
632,4883,37.2,Media,4031.49,0.83,En observación
633,6585,13.0,Media,5500.15,0.84,Saludable
634,4333,16.2,Alta,2924.23,0.67,Saludable
635,4964,43.8,Alta,2609.93,0.53,Saludable
636,2436,11.1,Baja,1731.84,0.71,En observación
637,7140,36.5,Alta,3584.49,0.5,Saludable
638,5032,61.3,Alta,2337.48,0.46,Saludable
639,6306,35.8,Media,3743.92,0.59,En observación
640,800,30.1,Media,647.21,0.81,En observación
641,1979,31.3,Media,1154.6,0.58,En observación
642,2157,23.9,Baja,1231.11,0.57,En observación
643,4788,26.5,Baja,3623.96,0.76,En observación
644,3050,29.2,Alta,3726.32,1.22,En observación
645,5696,45.0,Alta,4559.73,0.8,En observación
646,4058,35.8,Baja,3004.7,0.74,En riesgo
647,5145,20.6,Baja,2637.0,0.51,En observación
648,2300,29.0,Media,2237.3,0.97,En observación
649,3436,30.9,Baja,3101.74,0.9,En observación
650,2590,33.2,Baja,2501.98,0.97,En observación
651,800,39.3,Alta,508.51,0.64,Saludable
652,2563,27.2,Alta,1643.26,0.64,Saludable
653,4846,49.1,Media,4202.81,0.87,En observación
654,3198,29.9,Baja,2743.19,0.86,En riesgo
655,2399,31.2,Alta,1996.71,0.83,En observación
656,4557,41.8,Baja,3486.51,0.77,En riesgo
657,4115,17.1,Baja,4125.73,1.0,En riesgo
658,2835,22.8,Media,2277.59,0.8,En observación
659,3796,34.7,Baja,4008.55,1.06,En riesgo
660,3786,44.1,Media,2135.86,0.56,En observación
661,6214,26.7,Alta,3712.4,0.6,Saludable
662,1866,18.2,Alta,1275.05,0.68,Saludable
663,3523,43.5,Alta,2066.61,0.59,En observación
664,4266,45.5,Alta,2694.36,0.63,En observación
665,1862,43.4,Media,1454.09,0.78,En observación
666,1737,16.6,Media,1489.48,0.86,Saludable
667,4195,9.5,Alta,3786.71,0.9,Saludable
668,4328,39.4,Alta,2703.19,0.62,En observación
669,3891,21.9,Alta,2211.88,0.57,Saludable
670,4024,6.5,Media,3087.06,0.77,Saludable
671,4519,25.5,Alta,3121.27,0.69,En observación
672,4003,34.7,Media,3340.38,0.83,En observación
673,4635,39.2,Baja,2628.03,0.57,En observación
674,3441,28.0,Alta,2787.54,0.81,En observación
675,5123,10.3,Media,4415.89,0.86,En observación
676,4080,46.4,Media,4537.81,1.11,En riesgo
677,3874,45.7,Media,3006.53,0.78,En observación
678,2973,53.5,Baja,1791.78,0.6,En riesgo
679,4250,9.0,Alta,3468.75,0.82,Saludable
680,4438,43.3,Media,2855.3,0.64,En observación
681,6431,22.4,Alta,3597.48,0.56,En observación
682,6444,30.1,Media,6006.22,0.93,En riesgo
683,2386,22.7,Alta,2318.14,0.97,En observación
684,4344,16.8,Baja,4811.72,1.11,En observación
685,2997,35.1,Media,3086.16,1.03,En riesgo
686,4122,36.9,Media,3123.79,0.76,En observación
687,800,25.6,Baja,634.75,0.79,En observación
688,4079,26.9,Alta,4348.16,1.07,En observación
689,2801,27.7,Media,2063.47,0.74,En observación
690,3793,18.6,Baja,2072.83,0.55,En observación
691,4444,17.9,Media,4049.21,0.91,En observación
692,3880,42.3,Media,2886.52,0.74,En observación
693,2725,27.1,Media,1942.78,0.71,En observación
694,3235,6.8,Alta,2140.25,0.66,Saludable
695,3116,26.4,Baja,2302.36,0.74,En observación
696,4812,20.3,Baja,2566.84,0.53,Saludable
697,2769,24.7,Baja,1692.97,0.61,En observación
698,2816,32.7,Baja,2413.61,0.86,En observación
699,2881,16.1,Media,2144.45,0.74,Saludable
700,4360,3.2,Alta,2987.76,0.69,Saludable
701,3776,70.4,Baja,3069.75,0.81,En riesgo
702,3357,3.4,Alta,2469.05,0.74,Saludable
703,4873,21.8,Baja,3552.33,0.73,En observación
704,6108,25.2,Baja,6595.79,1.08,En riesgo
705,4223,35.5,Media,3466.59,0.82,Saludable
706,3082,42.7,Media,2284.37,0.74,En observación
707,3421,55.6,Media,3333.56,0.97,En riesgo
708,4927,24.5,Alta,2184.15,0.44,Saludable
709,5844,25.9,Media,4126.98,0.71,En observación
710,6356,54.4,Media,7305.46,1.15,En riesgo
711,3943,7.3,Baja,4005.49,1.02,En observación
712,3825,13.5,Baja,2463.32,0.64,En observación
713,2588,21.9,Media,1685.59,0.65,En observación
714,1843,33.3,Media,1786.3,0.97,En observación
715,2423,26.5,Alta,2331.78,0.96,En observación
716,2703,37.3,Alta,1490.94,0.55,En observación
717,4113,25.4,Baja,2463.91,0.6,En observación
718,4302,48.4,Alta,2732.99,0.64,En observación
719,800,21.2,Media,595.53,0.74,Saludable
720,2095,20.0,Media,1681.44,0.8,En observación
721,800,0.0,Baja,512.61,0.64,En observación
722,800,22.5,Media,524.22,0.66,En observación
723,2922,35.7,Media,2265.8,0.78,Saludable
724,4652,33.2,Media,3914.6,0.84,En riesgo
725,800,55.9,Media,558.61,0.7,En observación
726,3432,23.6,Alta,2221.98,0.65,Saludable
727,1224,41.3,Alta,826.3,0.68,Saludable
728,2825,48.9,Alta,1846.53,0.65,En observación
729,2404,41.4,Alta,2099.63,0.87,En observación
730,3237,40.0,Alta,2484.89,0.77,En observación
731,2422,41.2,Baja,1731.62,0.71,En observación
732,3638,33.8,Media,2652.39,0.73,En observación
733,5867,44.8,Baja,5318.13,0.91,En riesgo
734,2166,44.3,Media,1966.05,0.91,En riesgo
735,2594,26.6,Media,1179.99,0.45,Saludable
736,4995,23.0,Media,4322.11,0.87,En observación
737,3986,12.8,Baja,3050.64,0.77,Saludable
738,3220,5.5,Media,3113.99,0.97,En observación
739,4200,52.8,Media,2432.62,0.58,En riesgo
740,4898,26.5,Alta,4674.71,0.95,Saludable
741,2263,20.9,Alta,1481.78,0.65,Saludable
742,5335,26.1,Media,4339.76,0.81,En observación
743,800,34.1,Alta,324.64,0.41,Saludable
744,1448,59.8,Baja,1323.54,0.91,En riesgo
745,5396,17.3,Media,4574.87,0.85,En observación
746,3896,49.1,Baja,3435.68,0.88,En riesgo
747,1018,15.6,Alta,741.01,0.73,Saludable
748,1805,66.2,Alta,1846.43,1.02,En riesgo
749,3608,26.8,Baja,2087.79,0.58,En observación
750,3887,11.4,Media,3149.06,0.81,En observación
751,800,17.1,Alta,540.44,0.68,En observación
752,4335,10.0,Alta,3630.5,0.84,Saludable
753,5124,22.9,Alta,3756.64,0.73,En observación
754,1569,9.0,Baja,1011.93,0.64,En observación
755,1221,0.0,Baja,816.59,0.67,En observación
756,5300,23.1,Alta,3582.5,0.68,En observación
757,800,24.2,Media,627.42,0.78,En observación
758,2735,30.5,Baja,826.25,0.3,Saludable
759,4180,15.3,Media,3179.38,0.76,En observación
760,2986,32.6,Baja,1722.05,0.58,En observación
761,4415,32.4,Baja,2845.13,0.64,En observación
762,4572,0.0,Media,4382.87,0.96,En observación
763,4138,48.0,Media,2081.82,0.5,En observación
764,3067,18.2,Media,3258.04,1.06,En observación
765,2667,33.1,Baja,1423.15,0.53,En observación
766,3976,25.0,Media,2915.16,0.73,En observación
767,1228,34.8,Media,1308.91,1.07,En observación
768,3838,40.4,Media,2001.6,0.52,En observación
769,3803,54.5,Media,2350.46,0.62,En riesgo
770,4663,38.3,Media,3693.68,0.79,En observación
771,5301,32.1,Media,2098.81,0.4,Saludable
772,3221,34.6,Media,2382.94,0.74,En observación
773,800,32.2,Baja,338.21,0.42,En observación
774,3358,36.3,Media,1996.33,0.59,En observación
775,5063,38.8,Baja,3679.22,0.73,En riesgo
776,2440,42.8,Alta,2554.45,1.05,En observación
777,2406,35.4,Alta,1244.47,0.52,Saludable
778,4176,2.0,Baja,2258.71,0.54,Saludable
779,3049,11.9,Media,2500.23,0.82,En observación
780,3209,18.7,Baja,3012.5,0.94,En riesgo
781,2775,20.8,Alta,2326.61,0.84,Saludable
782,3291,41.1,Baja,1337.19,0.41,En observación
783,3609,23.8,Alta,2648.78,0.73,Saludable
784,903,52.4,Baja,683.97,0.76,En riesgo
785,4927,14.7,Baja,4115.15,0.84,En observación
786,4770,0.0,Baja,3492.42,0.73,En observación
787,4148,37.1,Baja,2582.66,0.62,En observación
788,3334,16.6,Baja,3005.79,0.9,En observación
789,800,24.4,Alta,450.45,0.56,Saludable
790,1644,31.6,Baja,1626.17,0.99,En riesgo
791,2590,36.8,Baja,1728.47,0.67,En observación
792,1768,3.7,Baja,1201.91,0.68,En observación
793,3355,23.8,Media,1945.11,0.58,En observación
794,1524,41.6,Alta,868.07,0.57,Saludable
795,1300,22.5,Baja,1203.22,0.93,En riesgo
796,4968,37.8,Alta,2739.05,0.55,Saludable
797,2330,50.0,Baja,1245.57,0.53,En riesgo
798,4839,57.4,Media,3272.4,0.68,En observación
799,6922,20.7,Alta,3278.9,0.47,Saludable
800,4569,1.8,Media,3120.55,0.68,Saludable
801,3778,36.4,Media,2984.67,0.79,En observación
802,2072,19.8,Baja,1265.83,0.61,En observación
803,4851,36.8,Alta,4671.65,0.96,Saludable
804,6001,52.8,Alta,5295.35,0.88,En riesgo
805,1015,22.1,Alta,626.91,0.62,Saludable
806,1925,41.4,Alta,1918.64,1.0,En observación
807,3926,15.2,Baja,2346.05,0.6,En observación
808,4669,29.4,Baja,3150.53,0.67,Saludable
809,1894,58.7,Media,983.97,0.52,En observación
810,5011,11.2,Baja,3924.86,0.78,En observación
811,3519,73.0,Alta,1582.33,0.45,En observación
812,3241,41.6,Baja,2688.2,0.83,En observación
813,3843,2.1,Media,3299.54,0.86,En observación
814,4458,45.9,Alta,3638.49,0.82,En observación
815,2178,19.3,Alta,2098.75,0.96,En observación
816,3143,30.7,Media,1845.47,0.59,En observación
817,4498,59.1,Media,2662.37,0.59,En observación
818,3847,39.7,Alta,2735.91,0.71,Saludable
819,4822,40.8,Baja,2821.21,0.59,En riesgo
820,5255,32.0,Baja,4016.54,0.76,En riesgo
821,2207,30.5,Alta,800.19,0.36,Saludable
822,1158,52.6,Alta,799.69,0.69,En observación
823,2558,25.7,Alta,2571.65,1.01,Saludable
824,5415,35.1,Baja,2884.77,0.53,En observación
825,6015,15.8,Baja,3262.52,0.54,En observación
826,4008,15.9,Alta,3162.28,0.79,Saludable
827,5151,45.9,Media,4356.52,0.85,En observación
828,6142,30.0,Alta,3299.87,0.54,Saludable
829,6629,14.8,Alta,4540.45,0.68,Saludable
830,3419,15.3,Baja,3254.66,0.95,En riesgo
831,3794,16.4,Alta,1787.68,0.47,Saludable
832,5156,37.1,Baja,3864.77,0.75,En observación
833,1862,42.5,Media,1702.76,0.91,En observación
834,5885,38.6,Alta,5896.34,1.0,Saludable
835,1451,27.8,Media,1219.57,0.84,En riesgo
836,4559,26.4,Alta,2576.99,0.57,En observación
837,2053,54.4,Media,1434.66,0.7,En riesgo
838,4518,27.9,Baja,2966.11,0.66,En observación
839,4142,31.2,Alta,2663.78,0.64,Saludable
840,3618,0.0,Alta,3011.88,0.83,Saludable
841,1770,4.7,Media,755.97,0.43,Saludable
842,2436,59.3,Baja,1596.41,0.66,En riesgo
843,4101,32.0,Media,3018.58,0.74,Saludable
844,5676,57.1,Media,2537.86,0.45,En observación
845,3080,15.5,Baja,2590.51,0.84,En observación
846,6748,47.9,Media,5319.2,0.79,En riesgo
847,5159,21.5,Media,3111.29,0.6,En observación
848,4792,32.1,Alta,2233.75,0.47,Saludable
849,3389,28.9,Media,3745.04,1.11,En observación
850,4258,52.3,Alta,4934.43,1.16,En observación
851,4237,38.5,Baja,3326.84,0.79,En observación
852,4154,0.0,Media,3625.5,0.87,En observación
853,3166,60.7,Baja,1989.87,0.63,En observación
854,6487,17.5,Alta,4222.9,0.65,Saludable
855,4761,33.1,Alta,2463.0,0.52,Saludable
856,2589,28.8,Alta,2140.2,0.83,En observación
857,836,46.0,Media,665.01,0.8,En riesgo
858,4166,46.5,Alta,3474.35,0.83,En observación
859,4283,28.5,Alta,4964.16,1.16,En observación
860,4361,10.9,Media,2259.45,0.52,Saludable
861,3718,20.8,Media,2882.85,0.78,En observación
862,4543,12.9,Media,3316.06,0.73,Saludable
863,2918,23.8,Alta,1937.62,0.66,Saludable
864,3309,21.6,Alta,827.25,0.25,Saludable
865,5133,24.4,Media,3867.14,0.75,Saludable
866,6044,58.5,Media,4703.47,0.78,En riesgo
867,3763,9.9,Baja,2543.31,0.68,En observación
868,2818,26.7,Baja,2067.14,0.73,En observación
869,3578,14.1,Media,2221.71,0.62,Saludable
870,4967,0.0,Media,4756.63,0.96,En observación
871,3047,0.0,Baja,2087.09,0.68,En observación
872,1984,22.3,Media,2034.46,1.03,En observación
873,2113,6.0,Alta,1460.37,0.69,Saludable
874,4244,22.0,Alta,3573.74,0.84,En observación
875,4723,29.3,Alta,3386.55,0.72,Saludable
876,5271,20.6,Media,3996.16,0.76,En observación
877,2747,9.4,Media,2219.95,0.81,En observación
878,4250,22.0,Baja,4121.43,0.97,En observación
879,6068,3.8,Media,5025.87,0.83,En observación
880,2307,36.4,Media,2261.58,0.98,En observación
881,4254,0.0,Baja,2451.07,0.58,En observación
882,2627,12.4,Media,1876.65,0.71,En observación
883,800,14.2,Baja,815.63,1.02,En riesgo
884,3345,11.4,Media,3770.66,1.13,En riesgo
885,4518,17.8,Media,3348.63,0.74,En observación
886,3996,51.8,Media,3629.55,0.91,En observación
887,5565,34.7,Media,4861.98,0.87,En riesgo
888,1833,29.5,Alta,1199.4,0.65,Saludable
889,4020,67.7,Alta,1683.52,0.42,En observación
890,4461,31.8,Media,3254.91,0.73,Saludable
891,3849,18.6,Alta,1369.53,0.36,Saludable
892,4938,30.8,Baja,3907.11,0.79,En riesgo
893,3837,43.6,Alta,2672.29,0.7,En observación
894,3981,32.9,Baja,2075.65,0.52,En observación
895,2252,20.4,Baja,1358.48,0.6,En observación
896,6687,50.0,Baja,7326.72,1.1,En riesgo
897,3607,10.6,Alta,2253.56,0.62,Saludable
898,5359,24.1,Media,5049.83,0.94,En observación
899,6955,7.8,Media,6792.68,0.98,En observación
900,2040,45.1,Alta,1653.43,0.81,En observación
901,2264,19.2,Baja,2533.34,1.12,En riesgo
902,4673,18.1,Alta,2848.78,0.61,Saludable
903,1476,23.8,Media,1116.04,0.76,En observación
904,3231,35.9,Alta,2826.2,0.87,En observación
905,2021,25.7,Alta,1950.38,0.97,En observación
906,1441,35.3,Media,567.64,0.39,Saludable
907,6347,15.8,Media,3807.07,0.6,En observación
908,1186,20.5,Baja,1016.83,0.86,En observación
909,3146,41.2,Baja,2598.21,0.83,En riesgo
910,2991,35.6,Media,2176.63,0.73,En observación
911,2755,27.3,Baja,1575.33,0.57,En observación
912,2283,13.3,Media,1818.54,0.8,En observación
913,4674,23.5,Alta,3848.8,0.82,En observación
914,4167,17.6,Baja,3237.28,0.78,En observación
915,3511,0.0,Media,2734.68,0.78,En observación
916,2960,19.1,Alta,2418.92,0.82,Saludable
917,5289,11.1,Alta,4663.04,0.88,En observación
918,3287,35.1,Media,3074.34,0.94,En observación
919,1785,42.3,Media,1317.97,0.74,En observación
920,3610,27.7,Alta,3481.87,0.96,En observación
921,1821,24.1,Alta,1424.32,0.78,En observación
922,4405,17.2,Media,5274.26,1.2,En observación
923,5413,27.7,Media,4579.42,0.85,En observación
924,5327,45.9,Alta,4831.56,0.91,En observación
925,2642,35.0,Alta,2425.26,0.92,En observación
926,5098,51.8,Media,2982.65,0.59,En observación
927,3289,34.6,Media,2156.2,0.66,En observación
928,4136,30.6,Alta,2032.99,0.49,Saludable
929,3922,0.0,Media,3656.38,0.93,En observación
930,8365,64.6,Media,6000.54,0.72,En observación
931,4993,55.5,Media,2272.59,0.46,Saludable
932,2567,38.7,Media,2154.84,0.84,En observación
933,1700,0.0,Baja,1537.55,0.9,En observación
934,800,32.2,Baja,714.22,0.89,En observación
935,2813,27.6,Alta,1922.11,0.68,Saludable
936,2428,37.8,Baja,1961.59,0.81,En riesgo
937,2007,27.3,Media,718.76,0.36,Saludable
938,5643,7.9,Baja,3637.1,0.64,En observación
939,5379,23.3,Alta,3364.0,0.63,Saludable
940,3655,60.6,Alta,2923.72,0.8,En observación
941,3983,29.8,Alta,2404.37,0.6,En observación
942,3839,30.3,Baja,2205.25,0.57,En observación
943,4497,21.7,Baja,4183.69,0.93,En observación
944,2327,18.6,Baja,1003.42,0.43,En observación
945,800,11.6,Alta,301.12,0.38,Saludable
946,3275,25.1,Media,1841.65,0.56,Saludable
947,4197,21.7,Media,3386.75,0.81,En observación
948,3772,49.5,Alta,3226.98,0.86,En observación
949,3886,26.4,Alta,2920.01,0.75,Saludable
950,3253,33.2,Alta,1858.1,0.57,Saludable
951,1417,6.0,Alta,752.27,0.53,Saludable
952,2161,37.7,Media,1634.25,0.76,Saludable
953,4482,42.2,Baja,2559.69,0.57,En observación
954,2215,31.5,Baja,1157.09,0.52,Saludable
955,2926,28.1,Media,1985.05,0.68,Saludable
956,2900,34.0,Baja,2151.57,0.74,En observación
957,2495,47.6,Media,1343.03,0.54,En observación
958,5273,37.2,Baja,3762.53,0.71,En observación
959,5054,8.7,Media,2907.96,0.58,Saludable
960,5356,35.7,Baja,3083.73,0.58,En observación
961,2579,19.4,Alta,2388.67,0.93,Saludable
962,5913,42.4,Alta,5595.8,0.95,En observación
963,3275,8.5,Baja,2146.96,0.66,En observación
964,5444,13.4,Media,3724.83,0.68,Saludable
965,1406,38.9,Baja,871.27,0.62,En observación
966,2822,18.2,Baja,2112.92,0.75,En observación
967,2942,19.1,Alta,2375.71,0.81,En observación
968,3710,44.9,Media,1854.11,0.5,En observación
969,1854,7.8,Alta,1143.76,0.62,Saludable
970,4925,33.6,Baja,2335.01,0.47,En observación
971,3953,32.6,Alta,1652.82,0.42,Saludable
972,3404,38.0,Media,1207.39,0.35,Saludable
973,3715,42.7,Baja,3249.56,0.87,En riesgo
974,2300,1.4,Baja,1562.28,0.68,En observación
975,5590,40.7,Alta,4624.5,0.83,En observación
976,2666,28.0,Media,2800.45,1.05,En observación
977,5922,25.2,Media,5854.36,0.99,En observación
978,4379,18.9,Media,2168.71,0.5,Saludable
979,5014,17.3,Media,2407.61,0.48,Saludable
980,3369,38.2,Media,3102.6,0.92,En observación
981,6283,33.4,Baja,4320.46,0.69,En observación
982,3106,25.0,Baja,2866.39,0.92,En riesgo
983,1731,32.6,Media,1507.49,0.87,En riesgo
984,4831,41.4,Media,3675.5,0.76,En observación
985,5374,10.0,Baja,3692.48,0.69,En observación
986,4069,48.5,Baja,2614.51,0.64,En observación
987,2882,43.7,Media,2440.4,0.85,En observación
988,3080,10.8,Media,2595.68,0.84,Saludable
989,6776,38.6,Baja,4373.79,0.65,En observación
990,3361,26.4,Alta,3196.41,0.95,En observación
